ngay_tao_don,region_shortname,province_name,district_name,ward_name,deliver_warehouse_id,warehouse_name,nhom_kh,nhom_kl,so_don
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tân,2026900000.00%,(DNO) Kiến Đức,SME,2. 20-30kg,1
2026-09-06,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đạo Nghĩa,2026900000.00%,(DNO) Kiến Đức,SHOPEE Bulky,3. 30-50kg,2
2026-09-06,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đắk Wer,2026900300.00%,(DNO) Nhân Cơ,TTS,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Đắk Wer,2026900300.00%,(DNO) Nhân Cơ,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Cơ,2026900300.00%,(DNO) Nhân Cơ,TTS Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Đắk R lấp,Xã Nhân Cơ,2026900300.00%,(DNO) Nhân Cơ,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Ma Nới,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Tiến,2031600000.00%,(NTH) Ninh Sơn,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,TTS,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Mỹ Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Bình,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,1. 10-20kg,3
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Thắng,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Mỹ Sơn,2031600000.00%,(NTH) Ninh Sơn,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Thắng,2031600000.00%,(NTH) Ninh Sơn,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Thị trấn Tân Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Bình,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Lâm Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Bác Ái,Xã Phước Đại,2031600000.00%,(NTH) Ninh Sơn,SME,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Quảng Sơn,2031600000.00%,(NTH) Ninh Sơn,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Sơn,Xã Hòa Sơn,2031600000.00%,(NTH) Ninh Sơn,SME,4. >50kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,1. 10-20kg,12
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,1. 10-20kg,12
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2032000000.00%,(KHO) Tây Nha Trang,SME,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,1. 10-20kg,5
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,TTS,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,1. 10-20kg,8
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,TTS,1. 10-20kg,3
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Ngọc,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,2. 20-30kg,2
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Xã Vĩnh Hiệp,2032000000.00%,(KHO) Tây Nha Trang,TTS Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2032000000.00%,(KHO) Tây Nha Trang,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Ngọc Hiệp,2032000000.00%,(KHO) Tây Nha Trang,SME,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SME,1. 10-20kg,4
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Phương Sài,2049500000.00%,(KHO) Nha Trang,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,1. 10-20kg,16
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SME,1. 10-20kg,3
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,1. 10-20kg,12
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,TTS,1. 10-20kg,3
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SME,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Lộc Thọ,2049500000.00%,(KHO) Nha Trang,SHOPEE Bulky,2. 20-30kg,4
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,TTS Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SME,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thành phố Nha Trang,Phường Vạn Thạnh,2049500000.00%,(KHO) Nha Trang,SME,3. 30-50kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,3
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Vinh,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã An Hải,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,4
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hậu,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,4
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,2049900000.00%,(NTH) Phước Dinh,SME,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã An Hải,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Thị trấn Phước Dân,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,3
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,TTS,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thuận,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu,2049900000.00%,(NTH) Phước Dinh,TTS Bulky,1. 10-20kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Thái,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Sơn,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hữu,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Ninh Phước,Xã Phước Hải,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,3. 30-50kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,TTS Bulky,3. 30-50kg,1
2026-09-06,NTB,Ninh Thuận,Huyện Thuận Nam,Xã Phước Dinh,2049900000.00%,(NTH) Phước Dinh,SHOPEE Bulky,4. >50kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Trung,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Trung,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Trung,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Lộc,2054300000.00%,(KHO) Ninh Hòa 2,SME,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Ích,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hà,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Phú,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Hưng,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Quang,2054300000.00%,(KHO) Ninh Hòa 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,7
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Hưng,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Giang,2054300000.00%,(KHO) Ninh Hòa 2,TTS Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Hiệp,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Tân,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Phường Ninh Đa,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Ích,2054300000.00%,(KHO) Ninh Hòa 2,SME,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Hưng,2054300000.00%,(KHO) Ninh Hòa 2,SHOPEE Bulky,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Bình,2054300000.00%,(KHO) Ninh Hòa 2,SME,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Thị xã Ninh Hòa,Xã Ninh Hưng,2054300000.00%,(KHO) Ninh Hòa 2,SME,4. >50kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sơn Thái,2055800000.00%,(KHO) Khánh Vĩnh,TTS Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Nam,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,3
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sơn Thái,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Thượng,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Hiệp,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sơn Thái,2055800000.00%,(KHO) Khánh Vĩnh,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Liên Sang,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Sơn Thái,2055800000.00%,(KHO) Khánh Vĩnh,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Thị trấn Khánh Vĩnh,2055800000.00%,(KHO) Khánh Vĩnh,TTS,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Khánh Vĩnh,Xã Khánh Nam,2055800000.00%,(KHO) Khánh Vĩnh,TTS Bulky,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Thành Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Bắc,2058800000.00%,(KHO) Cam Lâm 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,SME,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,TTS,1. 10-20kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Thị trấn Cam Đức,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,1. 10-20kg,5
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,2. 20-30kg,2
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SME,2. 20-30kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam An Bắc,2058800000.00%,(KHO) Cam Lâm 2,SME,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Tây,2058800000.00%,(KHO) Cam Lâm 2,TTS Bulky,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hiệp Nam,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Phước Tây,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,1
2026-09-06,NTB,Khánh Hòa,Huyện Cam Lâm,Xã Cam Hải Đông,2058800000.00%,(KHO) Cam Lâm 2,SHOPEE Bulky,3. 30-50kg,2
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SME,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,SME,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk R'Tíh,2059000000.00%,(DNO) Tuy Đức,TTS,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Trực,2059000000.00%,(DNO) Tuy Đức,SME,3. 30-50kg,1
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Đắk Búk So,2059000000.00%,(DNO) Tuy Đức,SHOPEE Bulky,3. 30-50kg,1
2026-09-06,NTB,Đắk Nông,Huyện Tuy Đức,Xã Quảng Tâm,2059000000.00%,(DNO) Tuy Đức,SME,3. 30-50kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Nang,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Sôr,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Xuân,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm N'Đir,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,4
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Drô,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Đà,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Tân Thành,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Quảng Phú,2059100000.00%,(DNO) Krông Nô,TTS,1. 10-20kg,2
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Tân Thành,2059100000.00%,(DNO) Krông Nô,SME,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nâm Nung,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,1. 10-20kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Nam Xuân,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Thị trấn Đắk Mâm,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
2026-09-06,NTB,Đắk Nông,Huyện Krông Nô,Xã Đắk Nang,2059100000.00%,(DNO) Krông Nô,SHOPEE Bulky,2. 20-30kg,1
